GeneID,RTproportion,sampleType
ENSG00000118518.16,7.310483732,kdU2AF1
ENSG00000119048.8,4.33679957,kdU2AF1
ENSG00000119471.15,42.50477823,kdU2AF1
ENSG00000119782.14,16.53652602,kdU2AF1
ENSG00000120437.9,7.692970207,kdU2AF1
ENSG00000122435.10,14.52422548,kdU2AF1
ENSG00000122873.12,30.8803164,kdU2AF1
ENSG00000124588.22,47.30157733,kdU2AF1
ENSG00000125629.15,10.73597419,kdU2AF1
ENSG00000126261.13,6.817429876,kdU2AF1
ENSG00000127774.7,0.814409164,kdU2AF1
ENSG00000128708.13,18.73549974,kdU2AF1
ENSG00000128944.13,34.15177279,kdU2AF1
ENSG00000129128.13,10.89995212,kdU2AF1
ENSG00000130803.15,3.050592478,kdU2AF1
ENSG00000130988.13,13.43676314,kdU2AF1
ENSG00000132670.20,24.31916769,kdU2AF1
ENSG00000134330.19,13.65684598,kdU2AF1
ENSG00000135249.8,30.39514257,kdU2AF1
ENSG00000136463.8,16.31337376,kdU2AF1
ENSG00000136718.10,0.662994623,kdU2AF1
ENSG00000136731.13,5.62799206,kdU2AF1
ENSG00000136738.15,18.44387488,kdU2AF1
ENSG00000136816.16,6.549159112,kdU2AF1
ENSG00000136824.19,44.72799122,kdU2AF1
ENSG00000136868.11,23.41998242,kdU2AF1
ENSG00000136874.11,12.30220358,kdU2AF1
ENSG00000137106.18,1.419499118,kdU2AF1
ENSG00000138363.15,3.00463717,kdU2AF1
ENSG00000138381.10,2.686510714,kdU2AF1
ENSG00000139133.7,35.52009137,kdU2AF1
ENSG00000139726.11,3.320457355,kdU2AF1
ENSG00000141428.17,19.17729167,kdU2AF1
ENSG00000142166.13,28.30063102,kdU2AF1
ENSG00000143337.19,21.34770333,kdU2AF1
ENSG00000143727.16,1.709148106,kdU2AF1
ENSG00000143924.19,7.974544031,kdU2AF1
ENSG00000144852.20,12.96860744,kdU2AF1
ENSG00000145916.19,30.04564736,kdU2AF1
ENSG00000148843.15,18.88259481,kdU2AF1
ENSG00000149657.20,14.82086166,kdU2AF1
ENSG00000149925.22,0.111657065,kdU2AF1
ENSG00000151014.6,32.40596182,kdU2AF1
ENSG00000152256.14,62.99773864,kdU2AF1
ENSG00000152455.16,59.32536054,kdU2AF1
ENSG00000153044.10,23.3933931,kdU2AF1
ENSG00000153551.14,10.4518553,kdU2AF1
ENSG00000155115.7,7.823231165,kdU2AF1
ENSG00000155463.14,1.440050104,kdU2AF1
ENSG00000155827.12,19.51475293,kdU2AF1
ENSG00000156110.15,35.05130228,kdU2AF1
ENSG00000158882.15,8.938638847,kdU2AF1
ENSG00000162607.13,3.991530702,kdU2AF1
ENSG00000163938.17,0.896372741,kdU2AF1
ENSG00000164056.11,3.350860839,kdU2AF1
ENSG00000164406.8,22.86255107,kdU2AF1
ENSG00000164975.15,68.04980538,kdU2AF1
ENSG00000165304.8,41.88201573,kdU2AF1
ENSG00000166037.11,10.77839179,kdU2AF1
ENSG00000167258.15,1.370887141,kdU2AF1
ENSG00000168116.14,20.09505367,kdU2AF1
ENSG00000168872.17,9.134458095,kdU2AF1
ENSG00000168876.9,4.664514181,kdU2AF1
ENSG00000169251.13,32.24321103,kdU2AF1
ENSG00000169299.14,45.44763698,kdU2AF1
ENSG00000170364.12,23.07601079,kdU2AF1
ENSG00000170632.14,30.65564293,kdU2AF1
ENSG00000171109.19,12.70525977,kdU2AF1
ENSG00000171234.14,17.83721315,kdU2AF1
ENSG00000173744.18,19.95070092,kdU2AF1
ENSG00000173890.17,8.544031521,kdU2AF1
ENSG00000175115.13,20.69214462,kdU2AF1
ENSG00000176890.16,3.392146197,kdU2AF1
ENSG00000178057.15,28.19202161,kdU2AF1
ENSG00000180210.15,15.85177148,kdU2AF1
ENSG00000180346.4,17.9837852,kdU2AF1
ENSG00000184661.14,42.96276482,kdU2AF1
ENSG00000186204.15,42.73689948,kdU2AF1
ENSG00000188811.14,11.57368184,kdU2AF1
ENSG00000196422.11,6.399940456,kdU2AF1
ENSG00000196646.12,17.13209124,kdU2AF1
ENSG00000197157.11,1.470489018,kdU2AF1
ENSG00000198429.10,14.09607903,kdU2AF1
ENSG00000198839.10,36.57076217,kdU2AF1
ENSG00000198863.7,48.44847342,kdU2AF1
ENSG00000204685.7,21.89457226,kdU2AF1
ENSG00000205138.4,7.838478007,kdU2AF1
ENSG00000206557.6,9.910261704,kdU2AF1
ENSG00000225439.3,12.16839322,kdU2AF1
ENSG00000234171.3,7.022545579,kdU2AF1
ENSG00000236255.2,16.84354477,kdU2AF1
ENSG00000241258.7,22.69180313,kdU2AF1
ENSG00000254783.1,50.86774694,kdU2AF1
ENSG00000257702.3,6.723670864,kdU2AF1
ENSG00000265354.4,23.22393959,kdU2AF1
ENSG00000266402.3,3.285567494,kdU2AF1
ENSG00000266490.1,45.08961851,kdU2AF1
NA.1,NA,kdU2AF1
ENSG00000273259.3,0.923831704,kdU2AF1
ENSG00000273344.1,5.879857924,kdU2AF1
ENSG00000274925.1,12.97651804,kdU2AF1
ENSG00000276292.1,23.44681035,kdU2AF1
ENSG00000286714.1,22.57317598,kdU2AF1
ENSG00000274422.1,29.63755242,kdU2AF1
ENSG00000090487.11,29.98208318,kdU2AF1
ENSG00000273162.1,36.28785029,kdU2AF1
ENSG00000272994.1,11.53200846,kdU2AF1
ENSG00000272599.2,11.22950474,kdU2AF1
ENSG00000266962.2,21.54825908,kdU2AF1
ENSG00000266680.1,15.10148323,kdU2AF1
ENSG00000255121.2,42.09189892,kdU2AF1
ENSG00000253598.3,59.64151775,kdU2AF1
ENSG00000243960.1,26.41742114,kdU2AF1
ENSG00000242485.6,7.812869831,kdU2AF1
ENSG00000237190.4,6.448809997,kdU2AF1
ENSG00000230863.3,21.25792423,kdU2AF1
ENSG00000228716.7,6.105592935,kdU2AF1
ENSG00000227038.3,29.70260162,kdU2AF1
ENSG00000226696.6,29.85476809,kdU2AF1
ENSG00000225377.6,45.79954758,kdU2AF1
ENSG00000214135.8,5.105281897,kdU2AF1
ENSG00000213801.4,17.7960623,kdU2AF1
ENSG00000205213.14,7.940690994,kdU2AF1
ENSG00000204628.12,0.03920246,kdU2AF1
ENSG00000196678.14,1.980209526,kdU2AF1
ENSG00000196670.14,11.37405663,kdU2AF1
ENSG00000196504.19,1.211088097,kdU2AF1
ENSG00000188985.6,87.01383122,kdU2AF1
ENSG00000188725.8,5.975934221,kdU2AF1
ENSG00000188529.15,2.749989197,kdU2AF1
ENSG00000188295.15,50.19639709,kdU2AF1
ENSG00000186063.13,16.89972451,kdU2AF1
ENSG00000185485.14,21.03574514,kdU2AF1
ENSG00000183576.13,12.23917882,kdU2AF1
ENSG00000183155.5,36.77152508,kdU2AF1
ENSG00000181817.6,7.048307579,kdU2AF1
ENSG00000180817.12,7.088180821,kdU2AF1
ENSG00000180329.14,5.398183621,kdU2AF1
ENSG00000178935.5,38.67257806,kdU2AF1
ENSG00000177946.7,3.331862298,kdU2AF1
ENSG00000177868.12,12.82941469,kdU2AF1
ENSG00000177383.5,0.798017158,kdU2AF1
ENSG00000176410.8,7.928992177,kdU2AF1
ENSG00000176401.6,19.25628675,kdU2AF1
ENSG00000173852.15,10.73489347,kdU2AF1
ENSG00000173588.15,43.43165665,kdU2AF1
ENSG00000173145.11,20.84320717,kdU2AF1
ENSG00000171560.16,0.272079194,kdU2AF1
ENSG00000170949.17,23.11630603,kdU2AF1
ENSG00000170448.12,30.50598595,kdU2AF1
ENSG00000169679.15,11.77532939,kdU2AF1
ENSG00000169223.15,0.719374923,kdU2AF1
ENSG00000168288.13,11.22367705,kdU2AF1
ENSG00000168264.11,0.240584761,kdU2AF1
ENSG00000165525.18,2.242484547,kdU2AF1
ENSG00000165471.7,23.13851859,kdU2AF1
ENSG00000165118.15,6.813288371,kdU2AF1
ENSG00000164933.12,29.72754345,kdU2AF1
ENSG00000164597.15,3.676770962,kdU2AF1
ENSG00000164180.14,43.78052904,kdU2AF1
ENSG00000164169.13,53.7356713,kdU2AF1
ENSG00000163481.8,0.612302931,kdU2AF1
ENSG00000163257.11,15.04785895,kdU2AF1
ENSG00000162980.17,23.2198039,kdU2AF1
ENSG00000162714.12,8.837684569,kdU2AF1
ENSG00000162702.8,1.987275605,kdU2AF1
ENSG00000161654.10,10.21641546,kdU2AF1
ENSG00000159131.17,18.51863765,kdU2AF1
ENSG00000158769.18,1.669897947,kdU2AF1
ENSG00000158711.14,10.22605939,kdU2AF1
ENSG00000156304.15,19.12262173,kdU2AF1
ENSG00000155438.12,2.965985836,kdU2AF1
ENSG00000153048.11,6.644816222,kdU2AF1
ENSG00000152990.14,4.372101851,kdU2AF1
ENSG00000152253.9,32.4216375,kdU2AF1
ENSG00000151893.15,17.58958078,kdU2AF1
ENSG00000150433.9,30.70179866,kdU2AF1
ENSG00000149634.4,27.46096503,kdU2AF1
ENSG00000149308.17,5.444897522,kdU2AF1
ENSG00000148690.12,32.10119037,kdU2AF1
ENSG00000146733.14,32.95055252,kdU2AF1
ENSG00000145386.11,5.668172243,kdU2AF1
ENSG00000143952.20,21.5698229,kdU2AF1
ENSG00000143498.18,85.0926659,kdU2AF1
ENSG00000141027.21,6.70814151,kdU2AF1
ENSG00000140319.11,0.888618367,kdU2AF1
ENSG00000138303.18,48.84697109,kdU2AF1
ENSG00000138075.14,25.92521716,kdU2AF1
ENSG00000137504.14,1.981309416,kdU2AF1
ENSG00000137168.8,5.773697228,kdU2AF1
ENSG00000137154.13,0.163246296,kdU2AF1
ENSG00000136936.11,15.78994971,kdU2AF1
ENSG00000136273.13,38.08801463,kdU2AF1
ENSG00000136270.14,3.499772249,kdU2AF1
ENSG00000136231.14,8.885739787,kdU2AF1
ENSG00000135953.11,4.255525361,kdU2AF1
ENSG00000135185.12,22.38997208,kdU2AF1
ENSG00000134575.13,15.57036157,kdU2AF1
ENSG00000132485.14,3.508134695,kdU2AF1
ENSG00000132436.11,22.26674878,kdU2AF1
ENSG00000132275.11,32.41979672,kdU2AF1
ENSG00000131791.8,5.585459389,kdU2AF1
ENSG00000131100.13,24.27809763,kdU2AF1
ENSG00000131013.4,18.17811397,kdU2AF1
ENSG00000128000.17,41.19938788,kdU2AF1
ENSG00000125730.17,0.193320095,kdU2AF1
ENSG00000125037.12,12.13872911,kdU2AF1
ENSG00000124787.14,25.61637514,kdU2AF1
ENSG00000124172.10,4.809625508,kdU2AF1
ENSG00000123992.20,7.528110108,kdU2AF1
ENSG00000123600.20,15.29612226,kdU2AF1
ENSG00000123219.13,24.7531991,kdU2AF1
ENSG00000122952.17,2.883939275,kdU2AF1
ENSG00000120963.12,10.50647715,kdU2AF1
ENSG00000120334.15,28.63814399,kdU2AF1
ENSG00000116903.7,6.990857769,kdU2AF1
ENSG00000116791.14,5.096064361,kdU2AF1
ENSG00000116752.6,18.89675934,kdU2AF1
ENSG00000115840.14,12.04326342,kdU2AF1
ENSG00000115652.15,2.158182876,kdU2AF1
ENSG00000114209.15,11.06208788,kdU2AF1
ENSG00000113812.14,39.17898199,kdU2AF1
ENSG00000113048.17,0.367759909,kdU2AF1
ENSG00000111897.7,3.518673095,kdU2AF1
ENSG00000110172.12,12.25265928,kdU2AF1
ENSG00000109814.12,5.105796235,kdU2AF1
ENSG00000106804.8,7.367335495,kdU2AF1
ENSG00000105983.22,40.37000496,kdU2AF1
ENSG00000105854.13,6.17005667,kdU2AF1
ENSG00000104687.14,8.733949791,kdU2AF1
ENSG00000102158.20,22.63912826,kdU2AF1
ENSG00000101343.15,15.81705785,kdU2AF1
ENSG00000100983.12,7.637557117,kdU2AF1
ENSG00000100979.15,27.23649717,kdU2AF1
ENSG00000100934.15,1.153412583,kdU2AF1
ENSG00000100296.14,23.79551459,kdU2AF1
ENSG00000091947.10,3.46888023,kdU2AF1
ENSG00000089682.16,72.69159721,kdU2AF1
ENSG00000089050.16,11.974668,kdU2AF1
ENSG00000089048.15,36.68027954,kdU2AF1
ENSG00000086232.13,1.03894897,kdU2AF1
ENSG00000082438.18,4.305571785,kdU2AF1
ENSG00000080839.12,32.7748845,kdU2AF1
ENSG00000080824.19,0.034871459,kdU2AF1
ENSG00000073792.16,8.406875329,kdU2AF1
ENSG00000049541.11,10.35460992,kdU2AF1
ENSG00000048544.6,15.72715538,kdU2AF1
ENSG00000036549.13,30.79761244,kdU2AF1
ENSG00000000419.13,7.324901658,kdU2AF1
ENSG00000002586.20,4.069298318,kdU2AF1
ENSG00000006042.12,11.69375648,kdU2AF1
ENSG00000054523.18,28.54465487,kdU2AF1
ENSG00000061656.11,11.57122825,kdU2AF1
ENSG00000065135.12,29.3066789,kdU2AF1
ENSG00000072210.19,6.324516999,kdU2AF1
ENSG00000081791.9,18.31609775,kdU2AF1
ENSG00000082641.16,0.32118862,kdU2AF1
ENSG00000085274.16,22.77054344,kdU2AF1
ENSG00000087302.9,0.981832989,kdU2AF1
ENSG00000092203.15,0.904972287,kdU2AF1
ENSG00000092931.11,9.099041449,kdU2AF1
ENSG00000093217.11,41.24975159,kdU2AF1
ENSG00000100867.15,0.328882355,kdU2AF1
ENSG00000100902.11,1.371999053,kdU2AF1
ENSG00000100941.9,0.303356453,kdU2AF1
ENSG00000101109.12,30.27169828,kdU2AF1
ENSG00000101367.9,29.90942471,kdU2AF1
ENSG00000102858.13,6.9909242,kdU2AF1
ENSG00000102931.8,5.435479394,kdU2AF1
ENSG00000103018.17,3.871595396,kdU2AF1
ENSG00000103222.20,12.38594399,kdU2AF1
ENSG00000106605.11,17.82167028,kdU2AF1
ENSG00000108010.12,2.962888545,kdU2AF1
ENSG00000113328.19,0.438686713,kdU2AF1
ENSG00000115234.11,10.50876054,kdU2AF1
ENSG00000118271.12,0.297001057,kdU2AF1
ENSG00000118363.12,13.9094371,kdU2AF1
ENSG00000118579.13,15.51377805,kdU2AF1
ENSG00000119231.11,7.903201634,kdU2AF1
ENSG00000119318.13,7.60933018,kdU2AF1
ENSG00000119906.13,12.38105748,kdU2AF1
ENSG00000123124.14,18.03662977,kdU2AF1
ENSG00000124104.19,22.99817829,kdU2AF1
ENSG00000124549.14,26.98441403,kdU2AF1
ENSG00000125753.14,8.424711821,kdU2AF1
ENSG00000126464.14,15.37458623,kdU2AF1
ENSG00000127366.5,24.30607856,kdU2AF1
ENSG00000127995.17,5.822680914,kdU2AF1
ENSG00000128590.5,10.97580217,kdU2AF1
ENSG00000130204.13,7.325393652,kdU2AF1
ENSG00000130429.15,5.466371671,kdU2AF1
ENSG00000130703.17,20.47030995,kdU2AF1
ENSG00000131037.15,19.95452249,kdU2AF1
ENSG00000132300.19,16.39121735,kdU2AF1
ENSG00000132600.17,20.83389611,kdU2AF1
ENSG00000133226.17,2.070532807,kdU2AF1
ENSG00000134108.14,11.59893737,kdU2AF1
ENSG00000135372.9,6.351690917,kdU2AF1
ENSG00000135632.12,2.970283958,kdU2AF1
ENSG00000136436.15,2.73192345,kdU2AF1
ENSG00000138459.9,19.10605944,kdU2AF1
ENSG00000139405.16,4.989595168,kdU2AF1
ENSG00000140941.14,4.298890903,kdU2AF1
ENSG00000141560.15,11.32855888,kdU2AF1
ENSG00000142484.7,16.48266742,kdU2AF1
ENSG00000142949.17,4.815336712,kdU2AF1
ENSG00000143079.15,21.79583828,kdU2AF1
ENSG00000143499.14,13.8404189,kdU2AF1
ENSG00000144306.15,16.09713426,kdU2AF1
ENSG00000144357.18,12.35545891,kdU2AF1
ENSG00000144867.13,14.14254479,kdU2AF1
ENSG00000146859.6,71.43158644,kdU2AF1
ENSG00000147457.14,13.01518245,kdU2AF1
ENSG00000150527.17,3.517468202,kdU2AF1
ENSG00000152767.17,0.695281496,kdU2AF1
ENSG00000154781.16,35.87609993,kdU2AF1
ENSG00000155975.10,11.96345482,kdU2AF1
ENSG00000156639.12,2.7009124,kdU2AF1
ENSG00000159579.14,18.87383361,kdU2AF1
ENSG00000161204.11,6.241665138,kdU2AF1
ENSG00000163714.18,4.643667897,kdU2AF1
ENSG00000164062.13,5.807348261,kdU2AF1
ENSG00000164171.11,20.35459952,kdU2AF1
ENSG00000164405.11,2.507258425,kdU2AF1
ENSG00000165898.14,6.162511574,kdU2AF1
ENSG00000166135.14,23.39112689,kdU2AF1
ENSG00000166900.17,8.476414409,kdU2AF1
ENSG00000167770.12,10.25007955,kdU2AF1
ENSG00000168397.17,2.431903376,kdU2AF1
ENSG00000169972.12,39.57714406,kdU2AF1
ENSG00000171227.7,12.49202014,kdU2AF1
ENSG00000171793.16,24.20916647,kdU2AF1
ENSG00000172809.13,0.243200233,kdU2AF1
ENSG00000173992.9,31.89517854,kdU2AF1
ENSG00000174327.7,19.05254512,kdU2AF1
ENSG00000175311.7,5.445998243,kdU2AF1
ENSG00000181450.18,49.43803865,kdU2AF1
ENSG00000185728.17,10.40581732,kdU2AF1
ENSG00000187017.17,9.198587632,kdU2AF1
ENSG00000188021.9,4.580620438,kdU2AF1
ENSG00000196233.14,27.69309708,kdU2AF1
ENSG00000196421.8,11.8139732,kdU2AF1
ENSG00000196586.16,14.69673837,kdU2AF1
ENSG00000197111.16,5.705560876,kdU2AF1
ENSG00000198431.16,26.87773421,kdU2AF1
ENSG00000204619.8,2.839125775,kdU2AF1
ENSG00000204876.4,64.55756556,kdU2AF1
ENSG00000205464.13,29.01006296,kdU2AF1
ENSG00000213928.9,15.76427012,kdU2AF1
ENSG00000219891.2,29.17736265,kdU2AF1
ENSG00000224063.6,55.83227038,kdU2AF1
ENSG00000230795.3,28.06134451,kdU2AF1
ENSG00000236017.8,49.03751671,kdU2AF1
ENSG00000236871.7,47.00022464,kdU2AF1
ENSG00000272447.1,38.74884657,kdU2AF1
ENSG00000274002.1,47.27973255,kdU2AF1
ENSG00000276698.1,45.51883349,kdU2AF1
ENSG00000278948.1,24.83293035,kdU2AF1
ENSG00000286156.1,10.94938155,kdU2AF1
ENSG00000283828.1,27.67679871,kdU2AF1
ENSG00000280587.1,59.96640953,kdU2AF1
ENSG00000279756.1,54.16103492,kdU2AF1
ENSG00000278464.2,27.05240309,kdU2AF1
ENSG00000275223.1,36.56892834,kdU2AF1
ENSG00000263432.2,26.78470399,kdU2AF1
ENSG00000260233.3,44.94758517,kdU2AF1
ENSG00000242282.6,29.91539834,kdU2AF1
ENSG00000183527.12,19.53169894,kdU2AF1
ENSG00000231466.2,37.37797313,kdU2AF1
ENSG00000230882.1,4.42049296,kdU2AF1
ENSG00000230325.1,27.4852542,kdU2AF1
ENSG00000214425.8,57.25868825,kdU2AF1
ENSG00000214087.9,16.69339009,kdU2AF1
ENSG00000214078.13,2.48144539,kdU2AF1
ENSG00000205865.4,65.01808528,kdU2AF1
ENSG00000198380.13,17.96114624,kdU2AF1
ENSG00000198369.10,16.51070266,kdU2AF1
ENSG00000198168.9,16.75818107,kdU2AF1
ENSG00000197635.11,11.67126238,kdU2AF1
ENSG00000197043.14,8.248383719,kdU2AF1
ENSG00000196588.20,16.41229225,kdU2AF1
ENSG00000188825.14,15.48188803,kdU2AF1
ENSG00000187109.15,2.054515637,kdU2AF1
ENSG00000184277.13,13.80287363,kdU2AF1
ENSG00000183386.10,31.99269913,kdU2AF1
ENSG00000182400.15,22.37797296,kdU2AF1
ENSG00000180089.6,14.76661581,kdU2AF1
ENSG00000176142.13,10.50555416,kdU2AF1
ENSG00000175309.15,9.562786874,kdU2AF1
ENSG00000173726.11,7.709776196,kdU2AF1
ENSG00000172943.20,19.57273006,kdU2AF1
ENSG00000172667.11,33.76098126,kdU2AF1
ENSG00000171497.5,8.118077589,kdU2AF1
ENSG00000169856.9,70.80707348,kdU2AF1
ENSG00000168291.13,15.1889178,kdU2AF1
ENSG00000167393.18,34.65200897,kdU2AF1
ENSG00000167220.12,13.04307268,kdU2AF1
ENSG00000164885.13,12.10639643,kdU2AF1
ENSG00000164880.16,13.23137681,kdU2AF1
ENSG00000162959.14,10.09007082,kdU2AF1
ENSG00000162676.12,16.35913926,kdU2AF1
ENSG00000162191.14,1.548318105,kdU2AF1
ENSG00000158042.9,2.464388085,kdU2AF1
ENSG00000156171.15,8.077396009,kdU2AF1
ENSG00000154889.17,15.09867066,kdU2AF1
ENSG00000148965.10,6.348080728,kdU2AF1
ENSG00000148943.12,17.97365435,kdU2AF1
ENSG00000146282.18,6.34742564,kdU2AF1
ENSG00000145287.11,79.57605596,kdU2AF1
ENSG00000143970.17,18.9270014,kdU2AF1
ENSG00000143507.18,25.15200473,kdU2AF1
ENSG00000142867.14,18.88830856,kdU2AF1
ENSG00000141543.12,1.953165099,kdU2AF1
ENSG00000138442.10,5.598942635,kdU2AF1
ENSG00000137478.15,10.09477319,kdU2AF1
ENSG00000136861.18,8.670270867,kdU2AF1
ENSG00000136146.15,33.22733838,kdU2AF1
ENSG00000135446.17,6.715801146,kdU2AF1
ENSG00000132824.14,1.118224689,kdU2AF1
ENSG00000129187.15,4.494542602,kdU2AF1
ENSG00000128886.12,23.03128535,kdU2AF1
ENSG00000128159.12,25.43450674,kdU2AF1
ENSG00000123636.18,50.26486786,kdU2AF1
ENSG00000122566.22,0.702559814,kdU2AF1
ENSG00000122359.18,6.452549875,kdU2AF1
ENSG00000121931.16,10.24417927,kdU2AF1
ENSG00000119396.11,15.76732151,kdU2AF1
ENSG00000116649.10,1.434304573,kdU2AF1
ENSG00000115966.17,39.40108719,kdU2AF1
ENSG00000115942.9,19.26163319,kdU2AF1
ENSG00000115486.12,16.92960079,kdU2AF1
ENSG00000112249.14,11.63239242,kdU2AF1
ENSG00000112031.16,34.49427383,kdU2AF1
ENSG00000111339.12,10.97768048,kdU2AF1
ENSG00000111328.7,7.123496388,kdU2AF1
ENSG00000111300.10,20.43887648,kdU2AF1
ENSG00000108883.13,7.079969554,kdU2AF1
ENSG00000108861.9,2.490937243,kdU2AF1
ENSG00000108528.14,7.39830927,kdU2AF1
ENSG00000107929.15,7.120114866,kdU2AF1
ENSG00000107672.15,15.11833872,kdU2AF1
ENSG00000104231.11,4.643794481,kdU2AF1
ENSG00000103365.15,2.934417203,kdU2AF1
ENSG00000103335.22,2.534230554,kdU2AF1
ENSG00000102786.15,17.39001437,kdU2AF1
ENSG00000102572.15,18.27354907,kdU2AF1
ENSG00000101220.18,33.42153775,kdU2AF1
ENSG00000100418.8,7.178889632,kdU2AF1
ENSG00000092094.11,4.469643522,kdU2AF1
ENSG00000090534.20,17.94311058,kdU2AF1
ENSG00000089486.17,2.959755468,kdU2AF1
ENSG00000083520.15,6.538398748,kdU2AF1
ENSG00000078902.16,13.16741096,kdU2AF1
ENSG00000075826.17,21.53459332,kdU2AF1
ENSG00000072364.13,9.041967345,kdU2AF1
ENSG00000072110.15,0.845311711,kdU2AF1
ENSG00000070610.14,5.739799525,kdU2AF1
ENSG00000069329.18,6.745722513,kdU2AF1
ENSG00000068878.15,10.19547604,kdU2AF1
ENSG00000048405.10,44.66886208,kdU2AF1
ENSG00000012817.16,13.42673119,kdU2AF1
ENSG00000007384.15,8.544832275,kdU2AF1
ENSG00000004142.12,6.549923227,kdU2AF1
ENSG00000002016.18,28.96713281,kdU2AF1
ENSG00000003509.16,11.79242285,kdU2AF1
ENSG00000010244.19,2.368242127,kdU2AF1
ENSG00000011021.23,7.519067241,kdU2AF1
ENSG00000033011.13,23.02252547,kdU2AF1
ENSG00000058600.16,1.30682097,kdU2AF1
ENSG00000075240.17,21.86419219,kdU2AF1
ENSG00000091140.14,2.730256419,kdU2AF1
ENSG00000100216.6,1.890843167,kdU2AF1
ENSG00000101158.15,0.999755676,kdU2AF1
ENSG00000101193.8,1.923872864,kdU2AF1
ENSG00000103353.16,2.047008492,kdU2AF1
ENSG00000104671.8,26.4552859,kdU2AF1
ENSG00000108788.12,4.063450237,kdU2AF1
ENSG00000112062.11,7.151830303,kdU2AF1
ENSG00000112306.8,0.443276884,kdU2AF1
ENSG00000115806.13,3.127525831,kdU2AF1
ENSG00000118640.11,2.516816912,kdU2AF1
ENSG00000120738.8,0.755856971,kdU2AF1
ENSG00000122126.17,5.774532821,kdU2AF1
ENSG00000131482.10,5.118474108,kdU2AF1
ENSG00000133111.4,13.80410008,kdU2AF1
ENSG00000134590.14,3.409711363,kdU2AF1
ENSG00000135974.10,5.385136137,kdU2AF1
ENSG00000137880.6,13.61341124,kdU2AF1
ENSG00000141556.21,17.81222201,kdU2AF1
ENSG00000142676.14,0.422704133,kdU2AF1
ENSG00000145425.10,0.560653647,kdU2AF1
ENSG00000145734.19,11.18811699,kdU2AF1
ENSG00000154124.5,29.23618504,kdU2AF1
ENSG00000158806.14,16.62897447,kdU2AF1
ENSG00000161036.13,25.71134429,kdU2AF1
ENSG00000163597.15,2.537654032,kdU2AF1
ENSG00000165678.21,6.647804778,kdU2AF1
ENSG00000170312.16,14.72045971,kdU2AF1
ENSG00000173163.10,23.98046483,kdU2AF1
ENSG00000175224.16,1.280801099,kdU2AF1
ENSG00000175470.20,15.7373092,kdU2AF1
ENSG00000179091.5,0.7155127,kdU2AF1
ENSG00000184634.16,10.69610391,kdU2AF1
ENSG00000185896.11,3.079499434,kdU2AF1
ENSG00000186301.8,3.706285184,kdU2AF1
ENSG00000198522.14,11.32972349,kdU2AF1
ENSG00000257027.1,29.97479949,kdU2AF1
ENSG00000261101.2,44.87423153,kdU2AF1
ENSG00000261236.8,8.949324944,kdU2AF1
ENSG00000244067.3,33.05299512,kdU2AF1
ENSG00000240356.6,13.95557838,kdU2AF1
ENSG00000213513.3,36.37141082,kdU2AF1
ENSG00000199664.1,30.61667077,kdU2AF1
ENSG00000198642.7,18.56845005,kdU2AF1
ENSG00000198586.14,11.5864082,kdU2AF1
ENSG00000188706.13,16.37360867,kdU2AF1
ENSG00000182158.15,9.458841907,kdU2AF1
ENSG00000176909.12,15.17599968,kdU2AF1
ENSG00000176871.9,14.92347828,kdU2AF1
ENSG00000175416.16,18.54240741,kdU2AF1
ENSG00000175221.15,45.10243713,kdU2AF1
ENSG00000170619.10,15.91051434,kdU2AF1
ENSG00000170581.14,7.239882504,kdU2AF1
ENSG00000167699.13,9.133479286,kdU2AF1
ENSG00000166526.18,6.876876801,kdU2AF1
ENSG00000164751.15,10.81183304,kdU2AF1
ENSG00000163660.12,2.607555413,kdU2AF1
ENSG00000163162.9,5.522987906,kdU2AF1
ENSG00000160392.13,10.50919653,kdU2AF1
ENSG00000154723.13,3.150512943,kdU2AF1
ENSG00000151247.13,9.753342287,kdU2AF1
ENSG00000151208.17,16.46906306,kdU2AF1
ENSG00000144645.15,13.40411363,kdU2AF1
ENSG00000137845.15,28.29561072,kdU2AF1
ENSG00000137038.8,4.344122333,kdU2AF1
ENSG00000136522.14,21.49048811,kdU2AF1
ENSG00000132912.13,13.32098639,kdU2AF1
ENSG00000129946.10,21.92034657,kdU2AF1
ENSG00000128513.16,10.15455723,kdU2AF1
ENSG00000127463.15,6.851226333,kdU2AF1
ENSG00000123739.11,12.96716104,kdU2AF1
ENSG00000115694.15,1.222339903,kdU2AF1
ENSG00000115355.17,6.370101665,kdU2AF1
ENSG00000103248.19,11.79322977,kdU2AF1
ENSG00000103042.9,7.900694953,kdU2AF1
ENSG00000100030.15,17.19621128,kdU2AF1
ENSG00000099817.12,14.64926638,kdU2AF1
ENSG00000091136.15,1.358016155,kdU2AF1
ENSG00000087502.18,3.444934678,kdU2AF1
ENSG00000085721.13,8.658294573,kdU2AF1
ENSG00000082516.9,7.667056584,kdU2AF1
ENSG00000029363.17,2.216302295,kdU2AF1
